v1,v2,v3,v4,v5,x1,x2,x3,x4,x5,u1,u2,u3,z,p,t,mu0,mu1,y,f
-0.5992401124210274,0.766435907572911,0.0029540649155279206,0.27484116488023624,-1.0518744784230596,0.25,1.0,0.125,1.0,1.0,1.0,0.0,0.0,4.214961824039272,0.9015850647730992,1.0,1.0,1.0,1.0,1.0
0.06866719382860495,1.1042534232103876,1.2469661167569561,1.3014628478106263,-1.0766853088574326,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,5.234624598667404,0.9621166718373554,1.0,0.0,0.0,0.0,0.0
0.8159992616791772,0.3703859926923348,0.3770466975501944,-1.614314018254489,-0.29906224669526177,0.5,0.6,0.125,0.0,0.0,0.0,0.0,0.0,1.9023620636487637,0.4756098890835329,0.0,0.0,0.0,0.0,0.0
0.15826381816290197,-0.5652826522425306,-1.8853050862573608,-0.8519189224512138,-0.7646446449940493,0.5,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.5316925766200986,0.18720001360288652,1.0,0.0,0.0,0.0,0.0
-0.3658664315645901,-0.2552610717423965,-0.9660342427709175,-1.6437683487114574,0.9283796386202356,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,0.6096224687170498,0.1993474929696464,0.0,0.0,0.0,0.0,0.0
-0.29966927718845543,0.48211948743400046,-0.201640078386164,-0.20330392171573428,-0.6400542883653801,0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0,2.257269339136082,0.5639649167987626,1.0,0.0,0.0,0.0,0.0
0.8173595116737605,1.174974150920634,0.006332724796687383,-0.4464919190837635,1.289979218741218,0.25,0.6,0.25,1.0,0.0,0.0,0.0,0.0,2.564415630586229,0.637473615115157,0.0,0.0,0.0,0.0,0.0
1.0270395931573988,-0.546165020294826,1.731147715230463,1.0805807745008953,0.26656689841022563,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,3.2010351250171576,0.7687088752989537,1.0,0.0,0.0,0.0,0.0
0.5245804174253959,1.7795345320888645,-2.370599008454347,1.4817475262057989,-0.9745290327779004,0.5,0.8,0.125,1.0,0.0,0.0,1.0,0.0,6.296340484532795,0.9865646621889512,1.0,0.0,0.0,0.0,0.0
-0.4886187178289208,-0.05648776792144361,0.9546734599667325,-0.2271099896711904,0.5957670807014152,0.25,0.4,0.125,1.0,0.0,0.0,0.0,0.0,1.5224744061988436,0.3828365902114861,0.0,0.0,0.0,0.0,0.0
-0.31828799289190385,-1.347957125028075,1.3743373231485538,-0.04489524264736281,0.4539858399137351,0.25,0.8,0.25,1.0,0.0,0.0,0.0,0.0,1.4407513898943396,0.3637213346604065,0.0,0.0,0.0,0.0,0.0
-0.780048150833958,-0.444777989452405,1.0586793429889303,0.1203167061219945,0.9433528474106296,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,1.9878615968347164,0.4969654364681804,1.0,0.0,0.0,0.0,0.0
-1.1704882354898725,0.8569229880443768,0.059126907194451704,-0.3855763338810826,2.4002104149059753,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,1.2039225973534644,0.3108652251487139,1.0,0.0,0.0,0.0,0.0
