u0,u1,u2,u3,x0,x1,x2,x3,v0,v1,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5
-0.44180578,-0.6688162,-0.5058272,1.2122153,-0.7533725,0.37375283,-1.2848462,1.6384557,-0.64626455,-1.2168097,-0.39815205,0.4017564,0.50979525,-0.05378049,0.92630786,0.0,-0.06424676,0.9466341,-0.64626455,-1.2168097,-0.7533725,0.37375283,-1.2848462,1.6384557
1.0380484,-0.76866895,1.2366302,-0.57489175,-2.1298828,-0.9518282,-1.7668389,0.40226457,-0.09928509,1.8566159,-5.0708814,0.006237733,0.022686843,-0.43939593,1.5317582,0.0,-0.4345997,1.5197549,-0.09928509,1.8566159,-2.1298828,-0.9518282,-1.7668389,0.40226457
0.15261023,-0.8981103,-0.7667671,-1.1562766,-0.5901898,-0.88187796,1.1631112,0.24111299,1.3415493,-1.1949708,-2.4743376,0.077676915,0.53310746,-0.3420484,0.6614744,0.0,-0.34177777,0.6588561,1.3415493,-1.1949708,-0.5901898,-0.88187796,1.1631112,0.24111299
1.0718485,-1.5066808,-0.073368385,0.7865171,-1.2702432,-0.07202567,2.1813807,-1.3538706,0.53734076,-0.40032518,-0.89016205,0.2910764,0.39877334,-0.029555285,1.531629,0.0,-0.031621955,1.525971,0.53734076,-0.40032518,-1.2702432,-0.07202567,2.1813807,-1.3538706
-0.73264015,-0.81419504,1.0723662,-1.3181065,0.53191084,-0.28063086,-0.60043275,-0.7296565,-0.1275,1.0560055,-3.235551,0.03784957,0.27724072,-0.3589231,0.66770625,0.0,-0.35902745,0.6510257,-0.1275,1.0560055,0.53191084,-0.28063086,-0.60043275,-0.7296565
-0.2880228,-0.83967566,-0.0056056236,0.90740335,-0.5270077,-0.0363866,0.10565827,-0.31866956,0.12782602,0.044328157,-1.0712845,0.25515887,0.29949462,-0.1252883,0.25039998,1.0,0.23275922,-0.11075954,0.12782602,0.044328157,-0.5270077,-0.0363866,0.10565827,-0.31866956
0.53556603,0.768928,-0.63976365,0.07219716,-0.92045087,0.8243276,-0.62366015,0.06274532,-0.34703687,0.34158623,0.6808987,0.66393924,0.4504315,0.009986174,0.40152824,1.0,0.4017863,0.012206014,-0.34703687,0.34158623,-0.92045087,0.8243276,-0.62366015,0.06274532
-0.5528026,-1.1280594,-1.6608294,0.32016775,0.19261451,-0.9186656,-0.47738406,0.44077086,1.7403275,0.7963121,-4.18052,0.015060274,0.20316003,-0.47302347,0.7177739,0.0,-0.47481358,0.73309636,1.7403275,0.7963121,0.19261451,-0.9186656,-0.47738406,0.44077086
0.54856676,1.1598222,0.7222006,1.0709214,2.4469733,-0.23487286,0.58267176,-0.092052475,-0.7432135,-0.03231453,4.393197,0.9877898,0.7551859,0.77552885,1.2131729,1.0,1.2264987,0.77459675,-0.7432135,-0.03231453,2.4469733,-0.23487286,0.58267176,-0.092052475
1.8893628,2.3827634,0.57218575,-0.44526702,1.6996261,0.046143007,-0.97827876,-0.31804883,0.08206928,1.1180576,5.0395637,0.9935651,0.5186658,0.6060608,1.7152443,1.0,1.7142854,0.5989006,0.08206928,1.1180576,1.6996261,0.046143007,-0.97827876,-0.31804883
