x0,x1,x2,x3,x4,x5,v0,v1,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5,c6,c7
1.0515368,1.7958744,-0.360898,-0.879606,0.12101723,-1.3546336,0.9585353,0.91079384,3.0168974,0.9533317,0.45936856,1.2463084,5.890386,1.0,5.9055347,1.2544466,0.9585353,0.91079384,1.0515368,1.7958744,-0.360898,-0.879606,0.12101723,-1.3546336
-0.43997666,-0.20294595,0.011464992,-0.879606,-0.254086,-1.0234023,0.9646074,0.7085414,-3.3567524,0.033674747,0.18063761,1.2874693,5.9228787,0.0,1.2812529,5.9100246,0.9646074,0.7085414,-0.43997666,-0.20294595,0.011464992,-0.879606,-0.254086,-1.0234023
-2.0395708,-2.2017663,0.011464992,0.16170253,-0.37912038,0.30152237,0.9037039,-1.0531548,-3.6701348,0.024840277,0.1429689,2.1963112,6.4569793,0.0,2.2062762,6.4567823,0.9037039,-1.0531548,-2.0395708,-2.2017663,0.011464992,0.16170253,-0.37912038,0.30152237
-2.2557323,-2.6015303,2.245643,-0.879606,-0.8167408,-0.36094,0.7900792,0.01907251,-6.500731,0.0015000866,0.07785919,1.5184095,6.0878634,0.0,1.5086914,6.0878363,0.7900792,0.01907251,-2.2557323,-2.6015303,2.245643,-0.879606,-0.8167408,-0.36094
0.013962231,-0.60271,0.011464992,0.16170253,-2.442188,0.30152237,-0.47466004,-1.1785349,-1.8525585,0.13557278,0.29858345,2.1963112,6.4569793,0.0,2.195235,6.4723697,-0.47466004,-1.1785349,0.013962231,-0.60271,0.011464992,0.16170253,-2.442188,0.30152237
1.3541628,0.99634624,-1.4779869,1.203011,-3.3174288,0.63275355,0.4928902,1.2437916,1.2975584,0.7854238,0.6503053,2.7826467,6.6936026,1.0,6.6873074,2.777805,0.4928902,1.2437916,1.3541628,0.99634624,-1.4779869,1.203011,-3.3174288,0.63275355
-0.48320892,0.19681813,-0.360898,-0.879606,1.5589129,-1.6858648,-1.6222968,0.15301822,-0.8398216,0.30157235,0.17507315,0.9877689,5.6578937,0.0,0.9887328,5.6526656,-1.6222968,0.15301822,-0.48320892,0.19681813,-0.360898,-0.879606,1.5589129,-1.6858648
0.6624464,0.99634624,-0.733261,0.16170253,0.058500033,-1.189018,-0.80720216,-0.9028853,-1.4775983,0.18579045,0.5741456,1.4778126,6.060763,1.0,6.0642705,1.4768101,-0.80720216,-0.9028853,0.6624464,0.99634624,-0.733261,0.16170253,0.058500033,-1.189018
-0.09411845,0.5965822,0.011464992,2.2443194,0.12101723,-0.36094,1.5413388,0.26090327,2.5289073,0.92614365,0.8725852,2.293447,6.500256,1.0,6.5010233,2.2908566,1.5413388,0.26090327,-0.09411845,0.5965822,0.011464992,2.2443194,0.12101723,-0.36094
-2.2557323,-1.4022381,1.500917,-0.879606,-0.12905158,-1.0234023,1.4272077,0.8743849,-8.634607,0.0001778117,0.053071402,1.4228735,6.0228786,0.0,1.4364423,6.01021,1.4272077,0.8743849,-2.2557323,-1.4022381,1.500917,-0.879606,-0.12905158,-1.0234023
-0.07250232,0.19681813,0.75619096,-0.879606,0.43360326,-0.029708821,0.2700334,0.20757835,0.42607233,0.6049354,0.40844408,1.7335232,6.220356,0.0,1.7572523,6.2257776,0.2700334,0.20757835,-0.07250232,0.19681813,0.75619096,-0.879606,0.43360326,-0.029708821
-0.8290671,-1.4022381,1.128554,0.16170253,-0.19156878,0.30152237,-0.41712824,0.15665968,-0.70494205,0.3307174,0.26571548,2.1963112,6.4569793,0.0,2.190908,6.464693,-0.41712824,0.15665968,-0.8290671,-1.4022381,1.128554,0.16170253,-0.19156878,0.30152237
0.20850746,0.5965822,-0.360898,-0.879606,0.62115484,1.4608315,-1.9977709,0.50386256,1.5306174,0.82209665,0.73167515,3.1467557,6.816572,1.0,6.8195543,3.1445723,-1.9977709,0.50386256,0.20850746,0.5965822,-0.360898,-0.879606,0.62115484,1.4608315
-1.0884608,-1.4022381,1.128554,-0.879606,0.74618924,-0.5265556,-1.7025913,1.242525,-1.9112294,0.1288428,0.23867938,1.7357111,6.221617,0.0,1.7325561,6.21931,-1.7025913,1.242525,-1.0884608,-1.4022381,1.128554,-0.879606,0.74618924,-0.5265556
0.23012361,-0.20294595,0.011464992,1.203011,-2.754774,1.295216,-1.6762156,-1.5757512,-0.2838489,0.4295104,0.39478102,3.6269333,6.9585876,0.0,3.6368418,6.959834,-1.6762156,-1.5757512,0.23012361,-0.20294595,0.011464992,1.203011,-2.754774,1.295216
