v1,v2,v3,v4,v5,x1,x2,x3,x4,x5,u1,u2,u3,z,p,t,mu0,mu1,y,f
1.5629321716449052,-0.16317518035253056,1.2004992567114232,2.846088996596023,-0.8936018394635653,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,1.417890341788636,0.3584473059420088,0.0,0.0,0.0,0.0,0.0
1.3475101438137154,0.801197001244117,-0.7718060482093466,1.5455718501424591,1.1671341587227704,0.25,0.8,0.125,0.0,0.0,0.0,1.0,0.0,3.0563593809225544,0.7419942037878853,1.0,0.0,0.0,0.0,0.0
2.623778860051781,-0.7377811019730647,0.2112705422413062,-0.760806729402078,2.0595436386421575,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,1.4538781422071916,0.36676463478916405,1.0,0.0,0.0,0.0,0.0
1.201168116024194,1.3843369376464782,-0.2815035079645796,2.4134930706399476,0.10111972496820544,0.25,0.8,0.125,1.0,0.0,1.0,0.0,0.0,6.961066711267606,0.9930432838823052,1.0,1.0,1.0,1.0,1.0
1.5348518889229026,0.047029558581271946,-2.843742025932819,-1.12985811088839,0.7309188294629955,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,0.9016048432494965,0.25004071444449255,0.0,0.0,0.0,0.0,0.0
-0.00950366524000495,1.7935299956760653,1.5413161727675488,0.3884594826766264,0.19214577678680825,0.5,0.6,0.125,0.0,0.0,0.0,0.0,0.0,2.4890306863815805,0.6198780602561073,0.0,0.0,0.0,0.0,0.0
0.7809269290922464,-0.05286049320947461,1.545541098956179,-2.0302492720205745,-0.7581668871815078,0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0,0.49088670305442994,0.18107023967643762,0.0,0.0,0.0,0.0,0.0
1.1922984178102352,-0.2118312064889186,-0.15646532876703395,0.818231759423389,-0.02005905184067356,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,1.1264177144633283,0.2945094500101687,0.0,0.0,0.0,0.0,0.0
-1.3122089401606554,0.24210447962911208,-0.395381674148705,0.35186118746724293,0.639406829606728,0.25,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.8183650342001272,0.23475835238722584,1.0,0.0,0.0,0.0,0.0
1.7677895573106113,0.23171674070330592,-0.5604696565622399,-0.4178654360515942,-0.14453358608313255,0.25,0.6,0.25,0.0,0.0,0.0,0.0,0.0,1.5408600196090765,0.3871898642360424,1.0,1.0,1.0,1.0,1.0
0.5713812917085244,-0.628208889375013,1.3072119030993925,1.2092439970492506,1.0953656425933864,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,3.262281918488793,0.7794186772149281,1.0,0.0,0.0,0.0,0.0
0.984328173104454,1.0697271281511016,-0.22203698020332413,0.9851660307611458,-0.9837541396589747,0.5,0.8,0.125,0.0,0.0,0.0,0.0,0.0,2.745191166547693,0.6781299768396035,1.0,0.0,0.0,0.0,0.0
0.6169182851698723,0.9870430207420465,0.27036931684164367,-0.5905874002280171,1.909222020636809,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,2.1646641481148845,0.5410732729168791,0.0,1.0,0.0,1.0,0.0
1.8974415466336734,-1.33584492574757,0.9769493822198471,-1.1117065956947887,-0.14023520398920217,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,0.5239275379935409,0.18602138377800523,0.0,1.0,0.0,1.0,0.0
0.8347242292327641,-0.6301059269438393,1.0116935673658627,1.8873354472019561,1.2215213454866536,0.5,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.5387178835932755,0.38668171431761184,0.0,0.0,0.0,0.0,0.0
0.6011616951745021,0.8396461095047811,0.3589501877249832,-0.6536340717859532,-0.4744648184480504,0.25,0.8,0.125,1.0,0.0,0.0,0.0,0.0,2.3882420130771203,0.595859428199093,1.0,1.0,1.0,1.0,1.0
