u0,u1,u2,u3,x0,x1,x2,x3,v0,v1,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5
-0.26150513,-0.11467382,-0.9984504,-1.0562253,-0.23673257,0.35732228,-1.7836109,-1.0231926,-0.8861706,0.78647614,-4.626258,0.009696392,0.1342603,-0.6396336,0.82574534,0.0,-0.62157685,0.8380902,-0.8861706,0.78647614,-0.23673257,0.35732228,-1.7836109,-1.0231926
1.0836837,0.8154526,0.20417106,0.36623842,0.49836317,-0.37069616,-0.64480585,-0.7869372,-0.662242,0.32584038,0.7146449,0.6714267,0.28822437,0.14568372,0.429497,1.0,0.42404383,0.13003457,-0.662242,0.32584038,0.49836317,-0.37069616,-0.64480585,-0.7869372
0.29510581,1.8723283,-0.268031,-0.9186573,0.7565382,0.5583888,0.747174,-0.057155736,-0.2568794,-1.0659832,2.1961188,0.89990044,0.7850243,0.37321138,0.74426955,1.0,0.74303776,0.3695584,-0.2568794,-1.0659832,0.7565382,0.5583888,0.747174,-0.057155736
1.7359055,0.9381016,-0.2631278,-0.77983516,0.25849485,-0.41701582,-0.38680488,0.15252987,-1.576425,1.345095,0.26982448,0.5670498,0.40514502,0.15478101,0.62304837,0.0,0.167859,0.6173438,-1.576425,1.345095,0.25849485,-0.41701582,-0.38680488,0.15252987
-0.9251783,1.3107975,-0.00068359665,0.19230855,0.55042624,0.7008197,-1.6891161,-1.0471978,-3.3575723,-0.16918981,-2.8744915,0.05342905,0.2435985,-0.113477975,0.91937274,0.0,-0.11573143,0.91256267,-3.3575723,-0.16918981,0.55042624,0.7008197,-1.6891161,-1.0471978
0.45843247,0.23065887,0.2608653,-2.0912206,1.6154906,0.13213219,1.0860245,-0.15112892,-0.4444797,2.1716957,1.1101526,0.75215757,0.83134043,0.1926568,1.066772,1.0,1.0528731,0.17905827,-0.4444797,2.1716957,1.6154906,0.13213219,1.0860245,-0.15112892
0.5494269,1.6420078,-1.0499506,1.249025,-0.32277453,0.024444269,0.4300648,-0.5525273,0.08657998,-0.6932911,1.9248236,0.87267536,0.4433178,0.24621455,0.7819428,1.0,0.79421705,0.23483086,0.08657998,-0.6932911,-0.32277453,0.024444269,0.4300648,-0.5525273
0.4842518,-0.6210227,1.0772338,1.6138232,0.4211431,2.300054,-0.42505738,-1.4755241,1.3967587,-0.44763413,2.9335544,0.9494804,0.7482323,0.42186272,1.5263102,1.0,1.5261848,0.4076905,1.3967587,-0.44763413,0.4211431,2.300054,-0.42505738,-1.4755241
-0.07936621,-1.0226603,-0.5939616,-2.4921434,-2.0542316,0.1675936,-2.769218,-0.12276905,-0.44640827,-0.55351895,-8.142497,0.00029082535,0.05896326,-1.1208446,2.4434123,0.0,-1.1174817,2.4513183,-0.44640827,-0.55351895,-2.0542316,0.1675936,-2.769218,-0.12276905
1.1172494,2.0573442,-1.3017886,-2.1347997,1.6162533,0.14109893,-0.7798574,-0.34380516,2.0654807,-1.1173671,3.5523753,0.9721418,0.6471794,0.046461854,1.8864373,1.0,1.8824056,0.042496614,2.0654807,-1.1173671,1.6162533,0.14109893,-0.7798574,-0.34380516
2.247393,-1.1332239,1.3675607,-0.70997214,-0.6938853,-0.5225681,0.7080244,1.3348569,-0.088327765,-0.6523398,3.0003664,0.9525907,0.6072141,0.32477316,1.4683686,1.0,1.4617628,0.33595595,-0.088327765,-0.6523398,-0.6938853,-0.5225681,0.7080244,1.3348569
-0.26522186,-2.2793567,-0.46405876,1.8187203,-0.049548324,-1.1677709,0.79154354,0.5531389,0.19987425,-0.86784106,-0.05901751,0.4852499,0.51604223,-0.1328192,1.3859439,1.0,1.3844079,-0.12624656,0.19987425,-0.86784106,-0.049548324,-1.1677709,0.79154354,0.5531389
-0.14288008,-0.23998255,-2.1648636,-1.5637538,-0.9742601,-1.6408949,-1.0018573,-1.1170436,0.644644,-0.53818446,-8.590483,0.00018583181,0.060756017,-1.105692,1.6378987,0.0,-1.0854591,1.6372811,0.644644,-0.53818446,-0.9742601,-1.6408949,-1.0018573,-1.1170436
0.27706757,-0.96073246,-0.21366113,0.8170846,-0.97490394,0.026851924,-0.60214067,0.82318825,-0.44345036,-0.056100365,-0.37643087,0.40698802,0.3655465,-0.100905746,0.46305284,0.0,-0.094492875,0.45962974,-0.44345036,-0.056100365,-0.97490394,0.026851924,-0.60214067,0.82318825
-1.404566,-1.2197665,-0.2318374,-0.100760676,1.0855247,-0.6729135,-0.38188773,0.27492476,0.8187971,0.9365526,-2.3926768,0.08373283,0.53909385,-0.3314103,0.67214197,0.0,-0.34033862,0.66604424,0.8187971,0.9365526,1.0855247,-0.6729135,-0.38188773,0.27492476
-0.4597297,0.95739436,-0.022891685,1.5227642,0.45716998,-0.1056414,-0.98783857,-0.6943295,0.8150112,1.1825126,0.914574,0.71393526,0.29288122,0.08336221,0.6406717,1.0,0.6391201,0.0736851,0.8150112,1.1825126,0.45716998,-0.1056414,-0.98783857,-0.6943295
-1.4597241,-0.32309023,-0.5931428,-0.40087062,2.8396678,-0.48290056,-0.68232363,-1.3309811,0.9559603,-0.5095366,0.5273,0.62885314,0.6014671,-0.30417067,1.66021,0.0,-0.29806456,1.6466124,0.9559603,-0.5095366,2.8396678,-0.48290056,-0.68232363,-1.3309811
0.80238324,0.81984234,0.5275076,0.9886029,1.2526574,-0.41670296,1.2985753,-0.86708266,-0.1490216,1.4998229,3.5941293,0.97325057,0.65925944,0.5507229,0.84406024,1.0,0.8507264,0.5428962,-0.1490216,1.4998229,1.2526574,-0.41670296,1.2985753,-0.86708266
1.815168,0.7563797,0.64464736,1.0227801,-0.49773133,0.6086265,0.51823163,1.6678644,-0.83123076,1.4146473,7.810688,0.9995948,0.82292104,0.8169958,1.1246367,1.0,1.1056695,0.8107351,-0.83123076,1.4146473,-0.49773133,0.6086265,0.51823163,1.6678644
