u0,u1,u2,x0,x1,x2,x3,x4,v0,v1,v2,v3,v4,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,-2.1947658,0.7298906,-0.8821646,-0.2653756,-0.58298796,0.75397235,0.22338852,0.35246095,1.0,0.0,0.0,1.0,0.0,-2.1947658,0.7298906,-0.8821646,-0.2653756,-0.58298796,0.25,0.6,0.125,0.0,0.0
0.0,0.0,1.0,0.25,0.6,0.25,0.0,0.0,-0.109786235,0.19206348,0.07240815,-0.65895736,1.4918842,2.2058935,0.5512923,0.21772806,0.0,0.0,0.0,0.0,0.0,-0.109786235,0.19206348,0.07240815,-0.65895736,1.4918842,0.25,0.6,0.25,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.25,1.0,0.0,-3.0622392,1.1715379,0.34719846,-0.60923535,-0.83251053,1.5149273,0.381055,0.65358675,0.0,0.0,0.0,0.0,0.0,-3.0622392,1.1715379,0.34719846,-0.60923535,-0.83251053,0.25,0.6,0.25,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,-1.680665,-1.0047268,0.8930929,-0.8067067,0.029007485,0.25692752,0.1489231,0.36626196,0.0,0.0,0.0,0.0,0.0,-1.680665,-1.0047268,0.8930929,-0.8067067,0.029007485,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.25,0.0,0.0,-0.46317953,2.0711164,-2.1469805,0.9184488,0.958624,1.6901298,0.42314643,0.63455576,0.0,0.0,0.0,0.0,0.0,-0.46317953,2.0711164,-2.1469805,0.9184488,0.958624,0.25,0.6,0.25,0.0,0.0
0.0,0.0,0.0,0.5,0.4,0.25,1.0,0.0,-0.853827,-0.67872053,1.6967086,-0.4471289,0.091804914,1.4286466,0.36092457,0.39193052,0.0,0.0,0.0,0.0,0.0,-0.853827,-0.67872053,1.6967086,-0.4471289,0.091804914,0.5,0.4,0.25,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,-1.5191197,-0.22869343,1.7234367,0.45767578,0.75672096,0.6734336,0.20972788,0.4125898,1.0,0.0,0.0,1.0,0.0,-1.5191197,-0.22869343,1.7234367,0.45767578,0.75672096,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,2.6894212,0.65232235,-0.7276766,1.8670738,-0.052090563,4.8148627,0.9434737,0.94567794,0.0,0.0,1.0,0.0,0.0,2.6894212,0.65232235,-0.7276766,1.8670738,-0.052090563,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,-0.016133556,0.53520703,0.063130274,0.52183783,0.9486604,2.82182,0.6946225,0.8230685,0.0,0.0,1.0,0.0,0.0,-0.016133556,0.53520703,0.063130274,0.52183783,0.9486604,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.0,0.86957824,0.5272041,0.9729319,-0.8099353,0.18111406,2.125839,0.5314183,0.64239633,1.0,1.0,1.0,1.0,1.0,0.86957824,0.5272041,0.9729319,-0.8099353,0.18111406,0.25,0.8,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.8,0.25,1.0,0.0,0.1735346,-0.5293346,0.97215635,-0.52971065,1.3358228,1.6332444,0.4093252,0.43001667,0.0,0.0,0.0,0.0,0.0,0.1735346,-0.5293346,0.97215635,-0.52971065,1.3358228,0.25,0.8,0.25,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,-0.8063098,0.5540532,0.7077192,0.734311,0.07882029,1.1943194,0.3088117,0.4105971,0.0,0.0,1.0,0.0,0.0,-0.8063098,0.5540532,0.7077192,0.734311,0.07882029,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,0.2779722,-2.1728678,-0.2484312,-0.26464617,0.20417278,-0.29028153,0.091931045,0.14271747,0.0,0.0,0.0,0.0,0.0,0.2779722,-2.1728678,-0.2484312,-0.26464617,0.20417278,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,0.66150695,0.9549442,-1.547196,-0.15312749,-0.43430936,2.3019214,0.57491213,0.58781874,0.0,0.0,1.0,0.0,0.0,0.66150695,0.9549442,-1.547196,-0.15312749,-0.43430936,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,-1.2548519,-1.5633155,1.0153757,2.544836,0.38611072,-0.37510648,0.08509076,0.21046962,0.0,1.0,0.0,0.0,1.0,-1.2548519,-1.5633155,1.0153757,2.544836,0.38611072,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,1.1441287,1.9294755,0.13389844,0.11631619,-0.24112828,3.551771,0.8251694,0.897085,1.0,0.0,1.0,0.0,1.0,1.1441287,1.9294755,0.13389844,0.11631619,-0.24112828,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,-0.36511686,-0.5847386,-0.5355421,-1.3826636,1.1592203,0.08327124,0.1282268,0.1605499,0.0,0.0,0.0,0.0,0.0,-0.36511686,-0.5847386,-0.5355421,-1.3826636,1.1592203,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.4,0.125,1.0,0.0,0.3060841,-0.37308773,-1.1864711,-0.08359431,1.600483,1.4703827,0.37060615,0.37196356,0.0,0.0,0.0,0.0,0.0,0.3060841,-0.37308773,-1.1864711,-0.08359431,1.600483,0.25,0.4,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.375,1.0,0.0,0.5004529,-0.14759442,-1.49993,-0.727584,0.08698972,0.9714988,0.26337478,0.37488636,1.0,1.0,0.0,1.0,1.0,0.5004529,-0.14759442,-1.49993,-0.727584,0.08698972,0.25,0.6,0.375,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,0.22488317,0.5409231,-1.5248055,-0.0037654256,1.6637272,2.1614084,0.5402647,0.60929835,1.0,1.0,0.0,1.0,1.0,0.22488317,0.5409231,-1.5248055,-0.0037654256,1.6637272,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,0.0,0.0,1.1397878,0.30885202,-2.6335719,0.053035878,-1.8671083,1.377832,0.34928855,0.54236186,0.0,0.0,0.0,0.0,0.0,1.1397878,0.30885202,-2.6335719,0.053035878,-1.8671083,0.25,0.8,0.125,0.0,0.0
0.0,1.0,0.0,0.25,0.6,0.25,0.0,0.0,0.06311322,0.5373053,-1.7651792,0.5521713,-0.5362219,1.9968667,0.49921668,0.4105181,0.0,0.0,0.0,0.0,0.0,0.06311322,0.5373053,-1.7651792,0.5521713,-0.5362219,0.25,0.6,0.25,0.0,0.0
0.0,0.0,0.0,0.5,0.4,0.25,1.0,0.0,2.0876358,-0.016001722,-0.9887614,1.1361563,-2.0727394,4.076383,0.88858646,0.8910387,0.0,0.0,1.0,0.0,0.0,2.0876358,-0.016001722,-0.9887614,1.1361563,-2.0727394,0.5,0.4,0.25,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,1.0,0.0,-0.7788774,-1.3650908,-1.0576842,0.020909077,-0.5567074,0.70388836,0.21482015,0.3369891,1.0,0.0,0.0,1.0,0.0,-0.7788774,-1.3650908,-1.0576842,0.020909077,-0.5567074,0.25,1.0,0.125,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,1.0,0.0,-0.33249322,-1.6489701,0.7493286,-0.47610256,-0.13414477,0.26047006,0.14937265,0.20076063,0.0,0.0,0.0,0.0,0.0,-0.33249322,-1.6489701,0.7493286,-0.47610256,-0.13414477,0.25,1.0,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,0.6701166,1.4159609,0.91112125,1.322946,0.9460854,2.105996,0.5264742,0.6724537,0.0,0.0,0.0,0.0,0.0,0.6701166,1.4159609,0.91112125,1.322946,0.9460854,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.5,0.6,0.125,1.0,0.0,-0.9505506,-0.3176932,0.38090447,-1.7993969,-0.45307857,-0.19267504,0.10041021,0.2733886,0.0,0.0,1.0,0.0,0.0,-0.9505506,-0.3176932,0.38090447,-1.7993969,-0.45307857,0.5,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,1.1444632,0.81711495,-0.6263649,0.9016226,0.8746908,3.5747118,0.82845426,0.8351897,0.0,0.0,0.0,0.0,0.0,1.1444632,0.81711495,-0.6263649,0.9016226,0.8746908,0.25,0.6,0.125,1.0,0.0
1.0,0.0,0.0,0.5,0.6,0.125,0.0,1.0,-0.94478464,-1.059977,1.085422,-1.3209218,-1.6380869,0.6142123,0.20008107,0.25798783,1.0,1.0,0.0,1.0,1.0,-0.94478464,-1.059977,1.085422,-1.3209218,-1.6380869,0.5,0.6,0.125,0.0,1.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,-0.03393207,-0.5618947,0.26049447,-0.26909742,1.2589015,1.3928446,0.35270834,0.42914206,0.0,0.0,1.0,0.0,0.0,-0.03393207,-0.5618947,0.26049447,-0.26909742,1.2589015,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,0.2177017,0.7169553,1.2776133,0.6618107,-0.041373976,1.6193002,0.40595815,0.6098371,0.0,0.0,0.0,0.0,0.0,0.2177017,0.7169553,1.2776133,0.6618107,-0.041373976,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.0,0.4796423,-0.5775489,-0.24486883,-0.80978954,0.6126145,0.9924733,0.26746416,0.30968288,0.0,0.0,0.0,0.0,0.0,0.4796423,-0.5775489,-0.24486883,-0.80978954,0.6126145,0.25,0.8,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,0.22500896,-0.17511518,1.0874255,-0.43150923,-0.26772833,1.0621113,0.281327,0.33383155,0.0,0.0,0.0,0.0,0.0,0.22500896,-0.17511518,1.0874255,-0.43150923,-0.26772833,0.25,0.6,0.125,0.0,0.0
