u0,u1,u2,u3,x0,x1,x2,x3,v0,v1,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5
0.1678946,-1.1567136,0.28621656,-2.299522,3.34274,0.8275642,0.7821097,0.063011736,-1.0010008,-0.15668482,-1.4624507,0.18809278,0.5048532,0.25166264,2.4012918,1.0,2.406276,0.2620914,-1.0010008,-0.15668482,3.34274,0.8275642,0.7821097,0.063011736
0.76789135,-0.7560426,0.8321916,0.59602433,-0.1711983,-0.30236164,0.7728225,0.5328383,-0.07128837,0.13335873,2.2440474,0.9041358,0.4835931,0.2840207,0.4013685,1.0,0.40940365,0.29516783,-0.07128837,0.13335873,-0.1711983,-0.30236164,0.7728225,0.5328383
0.6049685,-1.1287674,-0.090741,-0.99449176,1.5901431,0.030578092,0.86470693,-1.346071,-2.5877004,0.08358286,-4.5819325,0.010131404,0.47703415,-0.058709316,0.96580815,0.0,-0.06591304,0.9564662,-2.5877004,0.08358286,1.5901431,0.030578092,0.86470693,-1.346071
-0.31566185,-0.43660423,-0.24050684,-0.022827612,-0.54561883,1.9832914,0.015091038,-1.7604183,0.44126907,0.7806103,-0.015842335,0.4960395,0.5022114,-0.16540691,0.9598844,0.0,-0.16634694,0.9551132,0.44126907,0.7806103,-0.54561883,1.9832914,0.015091038,-1.7604183
-0.26682022,-0.010214161,-1.328231,0.44740728,0.409477,0.51535356,0.7369452,-0.8729089,-0.31792074,1.0441662,0.038942374,0.5097344,0.5025468,-0.046123903,0.47174838,0.0,-0.061808642,0.47688237,-0.31792074,1.0441662,0.409477,0.51535356,0.7369452,-0.8729089
0.4846898,-0.41152078,1.1769178,-0.27872708,-0.25484666,-1.0745701,-0.80017513,0.03600577,1.6084743,0.70040673,-2.284777,0.0923916,0.5118973,-0.1402783,0.46604028,0.0,-0.13354565,0.45565507,1.6084743,0.70040673,-0.25484666,-1.0745701,-0.80017513,0.03600577
0.5064538,0.78661203,0.3188666,1.9184928,-0.52115977,0.06967788,0.015993813,1.369105,0.09538686,1.7131866,4.5337014,0.98937327,0.4960473,0.5580053,0.8510889,1.0,0.8316587,0.54129004,0.09538686,1.7131866,-0.52115977,0.06967788,0.015993813,1.369105
-2.3256023,0.5906353,-1.5327215,1.4283377,-0.12516436,1.1217792,-1.2299986,-2.2231228,-0.18976279,-0.3565389,-4.672064,0.009266279,0.49053016,-0.5369822,2.2344859,0.0,-0.550016,2.2255235,-0.18976279,-0.3565389,-0.12516436,1.1217792,-1.2299986,-2.2231228
-0.6372521,-0.310413,1.7680279,-2.178478,-0.2172883,-0.20045097,-1.1049409,-2.3285394,-0.32303622,-0.35281524,-5.0684204,0.006253004,0.49427038,-0.65116686,1.8880651,0.0,-0.64946705,1.8817596,-0.32303622,-0.35281524,-0.2172883,-0.20045097,-1.1049409,-2.3285394
-1.3378266,-0.5151824,-0.42563888,-0.95450306,-0.5473525,-1.234931,-0.20384178,-0.09109855,0.96374047,1.1035353,-7.2006702,0.0007455292,0.50074303,-0.66379684,0.6277422,0.0,-0.6690895,0.6523193,0.96374047,1.1035353,-0.5473525,-1.234931,-0.20384178,-0.09109855
