u0,u1,x0,x1,x2,x3,v0,v1,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5
-0.0040171696,-0.029708821,1.0645065,1.2121639,0.011464992,-0.879606,-0.6282447,-0.56288207,0.02372759,0.5059316,0.4668074,1.9158394,6.320356,1.0,6.3390517,1.9179528,-0.6282447,-0.56288207,1.0645065,1.2121639,0.011464992,-0.879606
-0.37912038,0.13590677,0.5111334,-0.60271,-0.360898,-0.879606,0.29629716,0.4819747,-1.7143378,0.15260193,0.26529104,2.763235,6.686602,0.0,2.7668214,6.680038,0.29629716,0.4819747,0.5111334,-0.60271,-0.360898,-0.879606
0.24605164,0.13590677,0.07881064,-0.20294595,0.75619096,-0.879606,0.38474718,0.5437222,0.05438403,0.51359266,0.30578014,2.0470548,6.3866024,0.0,2.038738,6.3845463,0.38474718,0.5437222,0.07881064,-0.20294595,0.75619096,-0.879606
-0.8167408,1.1296003,1.1596175,0.99634624,-1.4779869,0.16170253,-0.21800557,-1.2173061,-0.31312257,0.42235273,0.527154,3.3804553,6.8882103,0.0,3.3785007,6.891486,-0.21800557,-1.2173061,1.1596175,0.99634624,-1.4779869,0.16170253
-0.879258,-0.029708821,1.3109305,1.3961103,-1.4779869,2.2443194,-1.3075198,0.4847755,1.5271391,0.8215873,0.96789396,2.3691907,6.5327487,1.0,6.540446,2.3701053,-1.3075198,0.4847755,1.3109305,1.3961103,-1.4779869,2.2443194
-0.12905158,0.63275355,1.3325466,0.99634624,-1.4779869,-0.879606,0.6041888,-0.8634838,0.41978282,0.6034313,0.4777743,2.2594938,6.485341,1.0,6.4883494,2.2675228,0.6041888,-0.8634838,1.3325466,0.99634624,-1.4779869,-0.879606
1.1212925,0.9639847,1.2028497,0.5965822,-1.4779869,0.16170253,0.45126104,-1.6616889,2.11989,0.89282143,0.43247062,2.862697,6.7219644,1.0,6.731465,2.8549173,0.45126104,-1.6616889,1.2028497,0.5965822,-1.4779869,0.16170253
0.74618924,0.79836917,-0.31027985,0.19681813,0.75619096,2.2443194,0.83064204,-0.45317644,4.0846825,0.98345006,0.80691963,4.9223185,7.26398,1.0,7.2622423,4.913372,0.83064204,-0.45317644,-0.31027985,0.19681813,0.75619096,2.2443194
-0.12905158,2.2889094,0.31658816,0.19681813,-0.360898,0.16170253,-0.150905,0.70726734,2.5654972,0.92860776,0.48743215,5.3748684,7.351934,1.0,7.35035,5.3864923,-0.150905,0.70726734,0.31658816,0.19681813,-0.360898,0.16170253
-0.6917064,0.30152237,-0.9155317,-1.4022381,1.128554,1.203011,-0.13195652,0.16252252,-0.48347378,0.38143218,0.35841554,2.6936848,6.66111,0.0,2.7098632,6.663717,-0.13195652,0.16252252,-0.9155317,-1.4022381,1.128554,1.203011
0.5586377,0.63275355,0.6624464,0.5965822,-0.360898,0.16170253,1.0668454,-0.65221566,2.568852,0.92882985,0.5888323,2.7711756,6.6894717,1.0,6.6834617,2.7660534,1.0668454,-0.65221566,0.6624464,0.5965822,-0.360898,0.16170253
0.49612045,1.6264471,-1.585632,-1.8020022,1.128554,1.203011,-0.90059215,0.042350564,2.4181902,0.91820395,0.34801388,4.57625,7.19108,0.0,4.576112,7.1813493,-0.90059215,0.042350564,-1.585632,-1.8020022,1.128554,1.203011
0.6836721,0.13590677,1.1163852,0.5965822,-0.360898,1.203011,0.5702974,0.24878854,4.159754,0.98462856,0.90924054,2.5210207,6.594864,1.0,6.6152916,2.5213656,0.5702974,0.24878854,1.1163852,0.5965822,-0.360898,1.203011
0.24605164,-1.189018,-1.0344205,0.19681813,1.128554,-0.879606,0.012952232,1.2083894,-1.3071859,0.21295814,0.31198123,1.204943,5.856632,1.0,5.8578825,1.2119368,0.012952232,1.2083894,-1.0344205,0.19681813,1.128554,-0.879606
-0.6291892,-0.19532442,1.4622434,0.99634624,0.011464992,0.16170253,-1.1389061,-1.5569901,-1.4094156,0.19632624,0.58336407,2.685966,6.6582403,0.0,2.7086892,6.6438904,-1.1389061,-1.5569901,1.4622434,0.99634624,0.011464992,0.16170253
0.058500033,-1.189018,0.6624464,0.99634624,-0.733261,0.16170253,-0.80720216,-0.9028853,-1.4775983,0.18579045,0.50832254,1.4778126,6.060763,1.0,6.0642705,1.4768101,-0.80720216,-0.9028853,0.6624464,0.99634624,-0.733261,0.16170253
