u0,u1,u2,u3,x0,x1,x2,x3,v0,v1,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5
0.14835484,1.0020481,1.5459323,1.4290106,-0.29513615,0.71098393,-0.30438608,1.303714,-1.4711199,-0.11180006,5.895214,0.99725497,0.52440935,0.6925652,0.98037654,1.0,0.9611615,0.67176294,-1.4711199,-0.11180006,-0.29513615,0.71098393,-0.30438608,1.303714
-0.48087195,0.66484696,-0.6890276,0.43467042,-1.1595463,0.51613736,-1.7004845,0.68299896,-0.53169495,1.5235308,-0.32840067,0.41862983,0.50273913,-0.2164096,0.7882546,0.0,-0.21752389,0.7989734,-0.53169495,1.5235308,-1.1595463,0.51613736,-1.7004845,0.68299896
1.5931009,1.1869388,0.33738533,0.0790973,-1.3187159,-0.010805408,-2.0025625,0.8009967,0.64307255,-0.61913687,-0.1759051,0.45613676,0.5117852,0.08317937,1.3072326,1.0,1.3071791,0.08675836,0.64307255,-0.61913687,-1.3187159,-0.010805408,-2.0025625,0.8009967
0.5690342,-0.2587034,0.1612014,-0.90928423,0.26675856,-0.94317317,-0.85158044,-0.99814636,-1.3477211,0.27212787,-3.5800734,0.027117785,0.54049516,-0.37048668,0.49071652,0.0,-0.36186802,0.4780712,-1.3477211,0.27212787,0.26675856,-0.94317317,-0.85158044,-0.99814636
-0.34802905,0.43614802,0.96580285,0.1994371,-0.3542216,0.4964142,-1.737128,0.0056262123,1.6361877,-1.3865242,-1.6038136,0.16744928,0.5167178,-0.041993782,0.5841806,0.0,-0.04736228,0.58502215,1.6361877,-1.3865242,-0.3542216,0.4964142,-1.737128,0.0056262123
-0.54044974,0.292749,-1.9284139,0.7131508,-0.7211275,0.33139586,0.36240333,-1.581709,-0.97333086,1.3968828,-1.9071845,0.1292975,0.49838084,-0.38400015,0.98351747,0.0,-0.38324502,0.9986232,-0.97333086,1.3968828,-0.7211275,0.33139586,0.36240333,-1.581709
-1.4813057,-0.4952343,-0.16260529,0.52752745,1.0360249,-0.9677245,0.7972878,0.021008262,0.21420898,-1.2819481,0.73747706,0.67644393,0.5360781,-0.09062766,0.6737746,0.0,-0.10416993,0.6751599,0.21420898,-1.2819481,1.0360249,-0.9677245,0.7972878,0.021008262
-0.77692217,-0.37051207,0.25314882,2.5512226,0.25769317,0.6076591,0.18512656,-2.489226,0.64929706,0.03342832,0.40582237,0.60008574,0.51642454,0.02727374,1.7474853,1.0,1.7518932,0.009894693,0.64929706,0.03342832,0.25769317,0.6076591,0.18512656,-2.489226
0.55065286,0.76419324,-0.70774925,-0.5037704,-1.0321035,-0.02358528,-0.6445672,-1.5473559,0.1564665,-1.6354042,-3.2672036,0.036713596,0.5441052,-0.39303568,0.68968433,0.0,-0.39371696,0.6829507,0.1564665,-1.6354042,-1.0321035,-0.02358528,-0.6445672,-1.5473559
-0.16535175,-1.2078499,0.64984727,-0.68193525,0.95807266,1.1125841,0.44513813,-0.084359586,1.3237967,2.079401,4.607948,0.9901262,0.5006929,0.12826821,0.5918239,1.0,0.58447784,0.14219625,1.3237967,2.079401,0.95807266,1.1125841,0.44513813,-0.084359586
-1.2938561,-1.4518436,-0.27830082,-0.9797279,1.0393687,0.15674813,-0.024031393,0.30036578,0.2594504,-1.8592606,-2.5530484,0.07222196,0.54467076,-0.31640968,0.7518608,0.0,-0.32185945,0.7423513,0.2594504,-1.8592606,1.0393687,0.15674813,-0.024031393,0.30036578
-0.2547264,0.5969434,0.8486808,-2.2200747,0.4002667,-1.4674312,0.7685484,-1.0933703,-4.402552,0.845539,-5.4241285,0.0043895524,0.4622849,-0.30264542,1.2712389,0.0,-0.30423996,1.2670214,-4.402552,0.845539,0.4002667,-1.4674312,0.7685484,-1.0933703
