v1,v2,v3,v4,v5,x1,x2,x3,x4,x5,u1,u2,u3,z,p,t,mu0,mu1,y,f
0.6736817468705972,0.11302002533464062,1.0399691911409805,0.482553083054448,-0.006627627251833109,0.5,0.8,0.25,0.0,1.0,0.0,0.0,0.0,3.230621564236423,0.7739273440325493,1.0,0.0,0.0,0.0,0.0
0.11898312725432976,0.5543125828123928,0.3077617413699419,-0.4442549059605936,-1.9456688970011367,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,2.5532736763366244,0.6348947748941506,1.0,0.0,0.0,0.0,0.0
-0.325401829179567,-1.336686897552726,-1.0416082436754832,-0.40837189596000745,0.5217877629670156,0.25,0.6,0.125,1.0,0.0,0.0,0.0,0.0,0.5530644777540299,0.19047364021020796,1.0,1.0,1.0,1.0,1.0
-0.010951649246560894,-0.6062060228406754,0.9176369951983147,-0.5981419144694459,-0.5196446886519468,0.25,0.4,0.125,1.0,0.0,0.0,0.0,0.0,1.046342388482433,0.2781498419915589,0.0,0.0,0.0,0.0,0.0
0.6714903505450117,0.36931271992174564,-0.6805560329604794,-1.01491222466187,-0.9509198444174847,0.25,0.8,0.125,0.0,0.0,0.0,0.0,0.0,1.5532532594535895,0.39013453546145715,0.0,0.0,0.0,0.0,0.0
-1.1583846156886302,-0.14264805349985618,-0.37013890511537484,0.8814163254545,0.15272730837877713,0.25,0.2,0.125,0.0,0.0,0.0,0.0,0.0,0.21060687223844937,0.1431471439060113,0.0,0.0,0.0,0.0,0.0
-0.5468648702046879,-0.455164730309488,-1.104644560421597,0.7127257319005011,1.948262655378257,0.25,0.4,0.125,0.0,0.0,0.0,0.0,0.0,0.3181373202723332,0.15684897689876978,0.0,0.0,0.0,0.0,0.0
-0.8128068293386497,-0.02655483296989867,-1.3917408912286615,-0.3289127772660627,-0.4768194871796495,0.5,0.6,0.25,1.0,0.0,0.0,0.0,0.0,1.250815685475508,0.3209990605765517,0.0,0.0,0.0,0.0,0.0
-1.663966322414403,0.8666871054356139,0.07788396233026276,2.0344543654601694,-0.31803540206190956,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0,4.869885385583466,0.9463375278482943,1.0,0.0,0.0,0.0,0.0
-0.6668903191835555,-0.6385760569297783,0.3734511045308524,0.6823296854496773,-1.3411744234742327,0.25,0.6,0.125,0.0,0.0,0.0,0.0,0.0,0.4718131741126007,0.17825912970426758,0.0,0.0,0.0,0.0,0.0
