v1,v2,x1,x2,x3,x4,u1,u2,u3,u4,z,pi,t,mu0,mu1,y,f
-0.8861706446570172,0.7864761297512097,-0.23673257097346417,0.3573222703878246,-1.7836109241401514,-1.023192686447314,-0.26150514157325744,-0.11467382200400997,-0.998450405477414,-1.0562253246681568,-4.626257713576544,0.009696391997425089,0.0,-0.6396335756119929,0.8257453613220993,-0.621576860970535,0.838090207926499
-0.6622419937054419,0.3258403963336164,0.49836316563141847,-0.370696167130279,-0.6448058777039203,-0.7869371832273414,1.083683696410711,0.8154526001711491,0.20417106202642912,0.36623842847906163,0.7146449222430401,0.6714267042657733,1.0,0.14568371558215357,0.4294969936883295,0.42404381998407353,0.1300345644384468
-0.25687939962950107,-1.0659832039785637,0.7565382416249579,0.5583888551335942,0.7471740443893574,-0.057155735088369436,0.29510581298736754,1.8723282286168634,-0.2680309933994791,-0.9186573142224111,2.1961189098752723,0.8999004459091693,1.0,0.37321139250523505,0.7442695457715716,0.7430377718664986,0.36955840077617946
-1.5764249561334251,1.3450950909554238,0.2584948455937733,-0.4170158289196686,-0.38680486523883045,0.1525298688796755,1.735905500925288,0.9381015744720735,-0.2631277968792383,-0.7798351681429713,0.26982446073366795,0.5670498098240482,0.0,0.1547810163362627,0.6230483438217179,0.16785899881311417,0.6173437820999398
-3.3575723969575986,-0.16918981609559045,0.5504262582193065,0.700819698343865,-1.6891161245779824,-1.0471977601542264,-0.9251783062419174,1.3107974645269391,-0.0006835966731662527,0.19230854709886183,-2.8744913864950843,0.053429046772691634,0.0,-0.11347797743228999,0.9193727103060082,-0.11573143253149298,0.9125626385958258
-0.44447971800837993,2.1716958246699263,1.6154905292874682,0.1321321879674157,1.0860245618530544,-0.15112891996775324,0.458432470358851,0.23065886685249568,0.26086529243867773,-2.0912205754313464,1.1101525593692991,0.7521575521277788,1.0,0.19265680166985788,1.0667719879196027,1.0528731516248426,0.179058270724296
0.08657997676436506,-0.6932911483120912,-0.32277454260979477,0.02444426836346475,0.4300647932315283,-0.5525273144404147,0.5494269289963001,1.6420078195799834,-1.0499505826492805,1.2490250193369268,1.9248235825260733,0.8726753609253001,1.0,0.24621454872608917,0.7819428052495114,0.7942170573857625,0.2348308620259923
1.3967586849933653,-0.4476341275726986,0.4211431253011832,2.300054055017417,-0.4250573917935194,-1.4755240491792287,0.4842518051531831,-0.6210227135350577,1.077233733815722,1.6138231288929321,2.9335543212745394,0.9494804390201568,1.0,0.42186271170907896,1.5263102280194982,1.5261848151594481,0.40769050951667085
-0.44640827722804893,-0.5535189435410223,-2.0542316500922033,0.16759359523780795,-2.7692180176633765,-0.1227690527612466,-0.07936620599345322,-1.022660235527764,-0.5939616100446882,-2.492143378559475,-8.14249677323968,0.00029082535055290645,0.0,-1.1208445694255498,2.443412240070107,-1.1174816532387621,2.4513183788548796
2.0654806005929225,-1.117367157031837,1.616253221850138,0.14109892520367098,-0.779857410441695,-0.34380515628830877,1.1172493608867762,2.0573442506991864,-1.3017885902174138,-2.1347997648009964,3.552375207353552,0.9721418240019513,1.0,0.04646185461141972,1.8864372524559219,1.8824056687087327,0.04249661511866583
-0.08832776886854106,-0.652339812841462,-0.6938853228657572,-0.5225681004937164,0.7080243901172133,1.3348568085352677,2.2473927744378828,-1.133223879082895,1.3675607074204632,-0.7099721496953092,3.000366547665498,0.9525906834748242,1.0,0.32477315354664366,1.4683686102223206,1.4617628218343013,0.3359559507092456
0.19987425128542377,-0.8678410774428807,-0.04954832249318564,-1.1677708818705783,0.791543557529644,0.5531389319963725,-0.265221872135674,-2.2793565997202023,-0.46405877000295437,1.818720342171861,-0.05901750805650563,0.4852499040341559,1.0,-0.13281920181558962,1.3859438906946289,1.3844078429639315,-0.12624655069857496
0.6446440007067535,-0.5381844550525162,-0.9742600952671564,-1.6408949007583633,-1.001857260084347,-1.1170436031519098,-0.14288008939933133,-0.23998255056786888,-2.1648635881781644,-1.5637538241292674,-8.590482709115278,0.0001858318067386961,0.0,-1.1056919889420511,1.6378987389891808,-1.0854590569263478,1.6372810825568493
-0.44345034822270535,-0.0561003665730199,-0.9749039560522775,0.02685192326008726,-0.6021406905090158,0.8231882233444022,0.27706756490143075,-0.9607324727211874,-0.21366113525699984,0.8170845830596745,-0.37643086391689173,0.40698801689087283,0.0,-0.10090574499673571,0.46305282847290274,-0.09449287192363448,0.45962973207244356
0.81879710944524,0.9365525709615653,1.0855246567196664,-0.6729134937765399,-0.3818877401081311,0.27492476098304924,-1.4045660642021536,-1.2197664585529597,-0.23183741090000465,-0.10076067606633274,-2.3926768373809546,0.08373283155821414,0.0,-0.33141030323792575,0.6721419452190875,-0.34033862609816873,0.6660442617055717
0.815011214715386,1.1825126012489884,0.4571699698279247,-0.10564140448352777,-0.987838594650562,-0.6943294916047987,-0.45972969679553494,0.9573943628063702,-0.022891685921984043,1.5227641926802387,0.9145740122835663,0.7139352345044694,1.0,0.08336220648226575,0.6406716494362092,0.6391200851500985,0.07368510075747095
0.9559602734581688,-0.5095366478696162,2.8396678786808667,-0.4829005650947541,-0.6823236498599984,-1.3309811314355193,-1.4597241039891142,-0.32309023054807173,-0.5931428181225947,-0.4008706099670674,0.5272999866906107,0.6288531568757025,0.0,-0.3041706537920317,1.6602100447305725,-0.29806455508814844,1.6466124125457917
