u0,u1,u2,u3,x0,x1,x2,x3,v0,v1,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5
0.5998799,-0.20769024,-0.79622465,-2.310566,-0.47516945,-1.3117837,-0.16505238,1.2892928,0.8304827,0.62725395,-4.594755,0.0100036105,0.4053721,-0.4221642,1.2514701,0.0,-0.4231722,1.2529761,0.8304827,0.62725395,-0.47516945,-1.3117837,-0.16505238,1.2892928
-1.7223833,-0.6381005,-0.033180762,0.21684147,-0.072361134,-1.0393409,0.28209287,-0.29888093,-1.4935257,0.10806127,-3.3095522,0.035244938,0.3206208,-0.41316414,0.58453363,0.0,-0.42513704,0.57466197,-1.4935257,0.10806127,-0.072361134,-1.0393409,0.28209287,-0.29888093
-0.9443031,-0.39873612,0.13434623,-0.8235081,-0.6345477,-1.6141679,2.442042,-0.31744775,0.14301288,1.5345817,-4.724143,0.008800188,0.52359164,-0.26954028,1.3524307,0.0,-0.2596994,1.3588846,0.14301288,1.5345817,-0.6345477,-1.6141679,2.442042,-0.31744775
-1.5787196,1.3016114,-1.0055739,-0.15642415,1.2378416,0.41065526,-0.6053151,-0.45201388,0.1230208,0.27674824,-0.58201,0.35847023,0.58886904,-0.105992295,0.936726,0.0,-0.11390172,0.9408501,0.1230208,0.27674824,1.2378416,0.41065526,-0.6053151,-0.45201388
0.49420252,0.15538736,-0.13564849,0.09904888,0.23533335,0.19423874,0.63378143,-0.9902734,1.9045581,-2.30281,0.68698156,0.6652951,0.513532,0.0857588,0.22150292,1.0,0.21167217,0.08196276,1.9045581,-2.30281,0.23533335,0.19423874,0.63378143,-0.9902734
0.66572005,1.147639,-0.59722704,-0.39246005,1.2531514,0.18989408,-0.3480091,-0.49900115,0.73790425,0.97182626,2.5289571,0.92614704,0.59826714,0.17746341,0.53094053,1.0,0.5072435,0.19775662,0.73790425,0.97182626,1.2531514,0.18989408,-0.3480091,-0.49900115
1.462229,0.1264006,0.1982473,0.24029553,-0.85266274,-0.93986285,1.1482164,-1.1740283,0.9250311,2.2280421,-2.6739585,0.0645276,0.28656495,0.02610437,0.8197818,0.0,0.027270064,0.80906206,0.9250311,2.2280421,-0.85266274,-0.93986285,1.1482164,-1.1740283
-0.09725135,0.84476656,0.8014774,-1.2491317,0.7009596,-1.0878869,0.77176225,-1.6158606,-0.26426685,0.46436664,-1.6215836,0.1649866,0.33408996,-0.11639559,0.97590613,0.0,-0.12305021,0.9879115,-0.26426685,0.46436664,0.7009596,-1.0878869,0.77176225,-1.6158606
0.31745464,1.6478672,1.3275657,-1.0742904,1.7754387,-0.8382916,-0.9536626,0.22186387,-0.8012723,0.5265395,0.559942,0.63643914,0.5269108,0.30299318,1.3182981,0.0,0.29161656,1.3228108,-0.8012723,0.5265395,1.7754387,-0.8382916,-0.9536626,0.22186387
-2.4577224,-0.5727614,0.60694605,-1.3314017,0.7133868,1.8694526,1.2775813,0.63415897,0.31703705,-1.0035514,-0.9102815,0.28694224,0.92222285,0.09245502,1.8184518,0.0,0.09910167,1.8095468,0.31703705,-1.0035514,0.7133868,1.8694526,1.2775813,0.63415897
