u0,u1,u2,x0,x1,x2,x3,x4,v0,v1,v2,v3,v4,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
0.0,0.0,0.0,0.75,0.4,0.125,1.0,0.0,0.7899611,-2.2044153,-1.2521456,-0.2679181,-1.0005488,1.5612684,0.39204326,0.2923096,0.0,0.0,0.0,0.0,0.0,0.7899611,-2.2044153,-1.2521456,-0.2679181,-1.0005488,0.75,0.4,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,0.38978368,0.60485464,-0.5338914,-0.7288445,-0.034991227,1.6397778,0.41090578,0.5130936,0.0,0.0,0.0,0.0,0.0,0.38978368,0.60485464,-0.5338914,-0.7288445,-0.034991227,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,0.49339876,0.8597557,0.043338463,1.3164338,-1.003454,1.6196204,0.40603536,0.5195328,1.0,1.0,0.0,1.0,1.0,0.49339876,0.8597557,0.043338463,1.3164338,-1.003454,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,0.4141273,-1.408149,-1.2997874,-0.95679444,0.05257971,-0.09209065,0.109867945,0.18686599,0.0,0.0,0.0,0.0,0.0,0.4141273,-1.408149,-1.2997874,-0.95679444,0.05257971,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,0.680444,-1.7378768,-0.2267394,-0.15702091,-1.288538,0.9170216,0.2529428,0.2068006,0.0,0.0,1.0,0.0,0.0,0.680444,-1.7378768,-0.2267394,-0.15702091,-1.288538,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,-1.9785874,-0.4771337,-0.36538735,0.15687723,-0.97111857,1.3052768,0.3329832,0.26683474,0.0,0.0,0.0,0.0,0.0,-1.9785874,-0.4771337,-0.36538735,0.15687723,-0.97111857,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.5,0.8,0.125,0.0,0.0,-0.060986374,1.011256,-0.28288782,-0.1205886,1.3610331,2.1681507,0.5419389,0.6351899,0.0,0.0,0.0,0.0,0.0,-0.060986374,1.011256,-0.28288782,-0.1205886,1.3610331,0.5,0.8,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.4,0.125,1.0,0.0,-0.83861995,-0.83004415,0.04739302,-0.08967046,0.55528533,1.1495811,0.299345,0.39521626,0.0,0.0,0.0,0.0,0.0,-0.83861995,-0.83004415,0.04739302,-0.08967046,0.55528533,0.25,0.4,0.125,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,0.6496487,0.54810286,-2.1090736,-0.054629445,-1.6762156,1.8218808,0.45558757,0.49173045,0.0,0.0,1.0,0.0,0.0,0.6496487,0.54810286,-2.1090736,-0.054629445,-1.6762156,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,0.2704333,-0.41801408,-0.025920417,-0.021475334,-1.4556473,0.78855985,0.22944632,0.28238273,0.0,0.0,0.0,0.0,0.0,0.2704333,-0.41801408,-0.025920417,-0.021475334,-1.4556473,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.0,0.23369607,-1.6749746,0.574353,0.2015149,-0.6908947,1.1667534,0.30295902,0.23746714,0.0,0.0,1.0,0.0,0.0,0.23369607,-1.6749746,0.574353,0.2015149,-0.6908947,0.25,0.8,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.25,1.0,0.0,-0.5533572,-0.5213445,0.61446285,-0.06371195,0.2176074,1.7387577,0.43505836,0.5003977,0.0,0.0,0.0,0.0,0.0,-0.5533572,-0.5213445,0.61446285,-0.06371195,0.2176074,0.25,0.6,0.25,1.0,0.0
0.0,0.0,0.0,0.5,1.0,0.125,0.0,0.0,0.83472425,-0.6301059,1.0116936,1.8873354,1.2215214,1.5387179,0.3866817,0.47806603,0.0,0.0,0.0,0.0,0.0,0.83472425,-0.6301059,1.0116936,1.8873354,1.2215214,0.5,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,1.0,1.0,-0.082626745,-0.92979467,-0.17323293,1.06481,0.3675723,3.8352768,0.86238915,0.70045656,0.0,0.0,1.0,0.0,0.0,-0.082626745,-0.92979467,-0.17323293,1.06481,0.3675723,0.25,1.0,0.125,1.0,1.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,0.6059098,0.10786428,-0.1152887,-0.84991884,1.0983874,1.6199306,0.40611017,0.49889517,0.0,0.0,1.0,0.0,0.0,0.6059098,0.10786428,-0.1152887,-0.84991884,1.0983874,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,-1.4049038,0.14154734,0.2741387,0.29366735,1.9527977,0.7429698,0.22148556,0.46593368,0.0,0.0,0.0,0.0,0.0,-1.4049038,0.14154734,0.2741387,0.29366735,1.9527977,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.4,0.125,0.0,0.0,0.3706576,1.4438266,-0.4756958,0.5404134,-0.35365337,1.3857331,0.35108647,0.5501458,0.0,0.0,0.0,0.0,0.0,0.3706576,1.4438266,-0.4756958,0.5404134,-0.35365337,0.25,0.4,0.125,0.0,0.0
0.0,0.0,0.0,1.0,0.6,0.25,0.0,0.0,-0.74114764,-0.7521751,-0.14023426,0.2820007,-0.82982063,0.62248874,0.201409,0.2010408,1.0,0.0,0.0,1.0,0.0,-0.74114764,-0.7521751,-0.14023426,0.2820007,-0.82982063,1.0,0.6,0.25,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,0.50456744,-2.2416875,-1.0953244,-2.309801,0.57279855,-1.6905873,0.02434964,0.110952504,0.0,0.0,0.0,0.0,0.0,0.50456744,-2.2416875,-1.0953244,-2.309801,0.57279855,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.5,1.0,0.125,0.0,0.0,0.3153782,0.17863785,0.0419972,-1.3545171,1.0268626,1.9665766,0.49164492,0.475102,0.0,0.0,0.0,0.0,0.0,0.3153782,0.17863785,0.0419972,-1.3545171,1.0268626,0.5,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.4,0.25,0.0,0.0,-0.40728748,-1.0675921,-0.067721054,-0.46318367,0.23008901,0.354211,0.1616789,0.11500618,0.0,0.0,1.0,0.0,0.0,-0.40728748,-1.0675921,-0.067721054,-0.46318367,0.23008901,0.25,0.4,0.25,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,1.9931978,0.7354158,0.9334614,-1.7649887,1.371555,2.0312316,0.50780725,0.74974644,0.0,0.0,0.0,0.0,0.0,1.9931978,0.7354158,0.9334614,-1.7649887,1.371555,0.25,0.6,0.125,0.0,0.0
1.0,0.0,0.0,0.5,0.4,0.125,0.0,0.0,-1.0829399,-0.57589275,0.26101518,-0.25020236,-0.6538678,1.2857999,0.32867143,0.16920282,0.0,0.0,0.0,0.0,0.0,-1.0829399,-0.57589275,0.26101518,-0.25020236,-0.6538678,0.5,0.4,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,-0.40989736,-0.3465177,0.085646994,-0.105935134,1.2898484,0.6753209,0.21004087,0.23866144,1.0,1.0,0.0,1.0,1.0,-0.40989736,-0.3465177,0.085646994,-0.105935134,1.2898484,0.25,0.6,0.125,0.0,0.0
0.0,1.0,0.0,0.5,1.0,0.125,0.0,0.0,-1.4264457,-0.6842316,0.16807184,1.0154141,0.7493185,1.2485545,0.32050642,0.29816052,0.0,0.0,0.0,0.0,0.0,-1.4264457,-0.6842316,0.16807184,1.0154141,0.7493185,0.5,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,1.0,0.0,0.9741995,-1.2047778,-0.13991322,-1.1285836,0.34506074,0.2676993,0.15029353,0.25659412,0.0,0.0,0.0,0.0,0.0,0.9741995,-1.2047778,-0.13991322,-1.1285836,0.34506074,0.25,1.0,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.0,1.267682,0.11755699,-0.99292135,0.825748,-0.064304516,3.2875988,0.7837405,0.8066415,1.0,1.0,1.0,1.0,1.0,1.267682,0.11755699,-0.99292135,0.825748,-0.064304516,0.25,0.8,0.125,1.0,0.0
0.0,0.0,0.0,0.25,1.0,1.0,1.0,0.0,0.096965395,-0.3557273,0.6406156,0.3896707,0.42013597,3.9488003,0.8753158,0.79284614,0.0,0.0,1.0,0.0,0.0,0.096965395,-0.3557273,0.6406156,0.3896707,0.42013597,0.25,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.0,-0.097968474,0.6231585,0.6917766,-1.1277246,-1.4456137,1.6077821,0.40318352,0.41695347,0.0,0.0,0.0,0.0,0.0,-0.097968474,0.6231585,0.6917766,-1.1277246,-1.4456137,0.25,0.8,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,0.76051605,1.0129546,-0.39484918,-1.0008817,1.4652089,1.7235457,0.43132326,0.6337213,1.0,0.0,0.0,1.0,0.0,0.76051605,1.0129546,-0.39484918,-1.0008817,1.4652089,0.25,0.6,0.125,0.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,0.0,0.0,-1.230186,-0.21537808,0.09371885,0.7379189,-0.7818368,0.8637903,0.24301694,0.24819094,0.0,0.0,0.0,0.0,0.0,-1.230186,-0.21537808,0.09371885,0.7379189,-0.7818368,0.25,1.0,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,0.0,0.0,0.45789573,0.43582827,0.8881951,-0.97189873,-0.31253412,1.7491609,0.43761697,0.48642072,0.0,0.0,0.0,0.0,0.0,0.45789573,0.43582827,0.8881951,-0.97189873,-0.31253412,0.25,0.8,0.125,0.0,0.0
