u0,u1,u2,u3,x0,x1,x2,x3,v0,v1,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5
0.0687597,0.6253138,0.85351443,0.78179634,-0.14675938,0.2528425,-0.47226822,-1.2293068,-0.35779023,0.03293501,0.7947288,0.6888458,0.23449293,0.09173655,0.44439223,0.0,0.09001909,0.4418053,-0.35779023,0.03293501,-0.14675938,0.2528425,-0.47226822,-1.2293068
1.6024859,0.3377081,-0.9243161,1.4922243,-0.60815156,-1.0091913,0.9357598,-1.1211945,0.9809782,-0.8158,0.9320394,0.7174888,0.17163362,0.08816557,1.1605175,0.0,0.08008741,1.1608824,0.9809782,-0.8158,-0.60815156,-1.0091913,0.9357598,-1.1211945
-0.2953078,0.063035995,-0.983208,0.24924895,-0.9341399,0.014440636,-0.31572077,0.14113323,0.07774472,0.58008957,-2.1247652,0.10671297,0.31005058,-0.2575647,0.2640534,0.0,-0.25573882,0.26000535,0.07774472,0.58008957,-0.9341399,0.014440636,-0.31572077,0.14113323
0.5994842,-0.63896334,-0.9816522,-0.5945161,0.46446314,0.20490724,1.2177662,0.8891804,-2.5655916,0.045657333,-0.021597791,0.49460077,0.66196275,0.14508368,0.5770069,0.0,0.15526904,0.5712204,-2.5655916,0.045657333,0.46446314,0.20490724,1.2177662,0.8891804
-0.49329418,-0.11398655,-0.23141128,-0.39297792,-1.5021174,0.68161005,1.2542666,0.19431059,0.4212997,1.6161511,-0.13485676,0.46633682,0.7080251,-0.07545,0.59952563,0.0,-0.08024051,0.6009091,0.4212997,1.6161511,-1.5021174,0.68161005,1.2542666,0.19431059
0.37280464,-0.24703798,1.6532128,1.6214422,0.6841841,0.71414346,-1.4715374,0.36993188,0.12702425,-0.66161495,3.3115637,0.96482337,0.4243025,0.46214294,1.1053224,1.0,1.1076949,0.46350512,0.12702425,-0.66161495,0.6841841,0.71414346,-1.4715374,0.36993188
-0.7216232,1.0063962,-0.7918039,-0.064323,-0.163081,1.7407112,0.3328709,0.52178115,0.7091926,-0.5938939,0.71147466,0.67072695,0.75952107,0.23261604,0.7005492,1.0,0.7015905,0.23818958,0.7091926,-0.5938939,-0.163081,1.7407112,0.3328709,0.52178115
-0.26635033,0.9682043,1.5777836,-0.8733895,-1.0532658,0.86953104,0.6940419,1.033981,1.4644256,-1.3056723,0.27278435,0.5677763,0.47402003,0.36881703,0.9596045,1.0,0.9571658,0.38624236,1.4644256,-1.3056723,-1.0532658,0.86953104,0.6940419,1.033981
-0.3085999,-1.2723062,0.044603817,0.381586,0.9742289,0.9362907,-0.30032605,-0.8520588,0.64737266,-0.13179961,0.11070486,0.527648,0.7014494,-0.049572695,0.5629446,0.0,-0.04931586,0.56544936,0.64737266,-0.13179961,0.9742289,0.9362907,-0.30032605,-0.8520588
-0.46455136,-1.849215,-1.2190278,-1.0938343,-1.1897457,1.2505395,0.13719209,0.53709483,-0.08358511,0.7662745,-2.8338459,0.055522375,0.75511277,-0.48644343,1.2005678,0.0,-0.48934028,1.185105,-0.08358511,0.7662745,-1.1897457,1.2505395,0.13719209,0.53709483
-0.44406584,-1.6190975,-1.166756,-0.4175579,-0.46979338,-0.6738278,-1.2072492,-0.3320029,-0.7180251,0.13569096,-6.0844593,0.002272818,0.14162846,-0.7912938,0.82459646,0.0,-0.7978813,0.82347095,-0.7180251,0.13569096,-0.46979338,-0.6738278,-1.2072492,-0.3320029
1.0050071,0.83177114,1.7952145,-0.6980148,-0.495903,-0.42533147,0.13206074,0.48823217,-0.55430734,0.67083335,2.6225927,0.9323015,0.51733655,0.32912958,0.76181746,1.0,0.766568,0.31230533,-0.55430734,0.67083335,-0.495903,-0.42533147,0.13206074,0.48823217
-0.41918507,-1.3337318,-1.6518137,0.23268059,-0.28472286,-0.45747504,-0.02879008,-1.5128787,-0.5752461,0.5915599,-5.5627546,0.0038235132,0.14906093,-0.68198955,0.9146458,0.0,-0.67758167,0.925236,-0.5752461,0.5915599,-0.28472286,-0.45747504,-0.02879008,-1.5128787
0.0524103,1.6058897,-1.3819673,1.191877,0.91496253,1.3744333,-0.68413055,-0.68759316,-0.08560262,-1.4896393,0.26014882,0.5646729,0.36013624,0.29823524,1.1973844,1.0,1.1953115,0.31147093,-0.08560262,-1.4896393,0.91496253,1.3744333,-0.68413055,-0.68759316
-1.2567569,0.07504226,-0.014023454,-0.19410516,-0.9537071,-1.6428034,1.5388573,0.37530372,1.3736826,-2.2383645,0.29490882,0.5731975,0.70412797,-0.2590241,0.9675297,1.0,0.97831345,-0.2522035,1.3736826,-2.2383645,-0.9537071,-1.6428034,1.5388573,0.37530372
1.4002565,-0.9018512,-1.201555,0.94101894,1.0609215,-0.48236218,-2.0931091,1.3853306,-0.463036,1.9508498,-1.3236109,0.21021816,0.41470125,0.013581268,1.5952224,0.0,0.0065949475,1.5891399,-0.463036,1.9508498,1.0609215,-0.48236218,-2.0931091,1.3853306
-2.0802155,-0.44399378,0.9891349,-0.6008668,0.45413512,0.82911503,-0.021149801,-0.40365234,-0.089350194,-0.9855556,-2.135209,0.10572149,0.4798057,-0.15968664,0.86511356,0.0,-0.15107171,0.85950834,-0.089350194,-0.9855556,0.45413512,0.82911503,-0.021149801,-0.40365234
0.039078217,2.4592297,-0.6623505,0.611889,1.1159542,0.0028312968,0.9806528,1.3141052,0.021104585,-0.68916214,5.8829904,0.9972213,0.9029151,0.7326737,1.349546,1.0,1.3539143,0.7244359,0.021104585,-0.68916214,1.1159542,0.0028312968,0.9806528,1.3141052
-0.52476424,0.2612712,-0.41424286,-0.7969727,0.21984257,0.051576607,-0.29096207,1.8676212,0.3721568,-2.13906,0.34486014,0.5853706,0.74183184,0.04667121,0.59675765,1.0,0.5962361,0.03780091,0.3721568,-2.13906,0.21984257,0.051576607,-0.29096207,1.8676212
-0.7017457,0.6393641,-1.1053399,-1.6475434,-0.03492917,0.271157,-0.75291324,-0.4845043,0.6473067,0.1838189,-3.7892208,0.022113167,0.2745939,-0.47705683,0.71422225,0.0,-0.4770781,0.72230613,0.6473067,0.1838189,-0.03492917,0.271157,-0.75291324,-0.4845043
-1.5345294,-1.655937,-0.5375695,1.6523424,1.320887,-0.10312384,0.0058809794,-2.0676625,0.11933305,-0.34042373,-2.7269804,0.061399944,0.35214874,-0.36496398,1.7683455,0.0,-0.367833,1.7796602,0.11933305,-0.34042373,1.320887,-0.10312384,0.0058809794,-2.0676625
-0.5038533,-0.530809,0.3657425,-0.82009226,-0.31214035,0.64938605,0.034412555,-1.9753487,-0.25658596,0.49696326,-2.6898906,0.063572526,0.3085059,-0.38658783,0.72053325,0.0,-0.3921031,0.714434,-0.25658596,0.49696326,-0.31214035,0.64938605,0.034412555,-1.9753487
-0.055712435,-1.0671476,-0.43340382,-0.18653336,0.6145955,0.057322167,1.0096918,0.48169783,0.47995475,1.3230717,0.7913294,0.6881167,0.8827884,0.052563753,0.37463313,1.0,0.37977698,0.056821987,0.47995475,1.3230717,0.6145955,0.057322167,1.0096918,0.48169783
0.4925289,-0.19767371,0.97958595,-0.8402893,0.24947272,1.1375128,-1.3454584,-1.0341043,-0.12748478,-0.33773276,-0.9744048,0.2740034,0.30865988,-0.069803186,0.7728921,1.0,0.76955634,-0.079721324,-0.12748478,-0.33773276,0.24947272,1.1375128,-1.3454584,-1.0341043
0.5195293,2.1635077,0.51831496,0.9876281,1.2317275,1.100469,0.61847496,0.113685444,-0.8630063,-0.4251261,5.7225103,0.9967392,0.7646919,0.9066671,1.1647946,1.0,1.1703756,0.9003185,-0.8630063,-0.4251261,1.2317275,1.100469,0.61847496,0.113685444
2.0132816,-0.13829975,0.44765136,-0.6737136,1.6469431,0.18266143,1.0074033,0.6054413,1.1487523,0.18270858,7.016672,0.999104,0.9664542,0.6364211,1.1067398,1.0,1.0856693,0.63462836,1.1487523,0.18270858,1.6469431,0.18266143,1.0074033,0.6054413
