u0,u1,u2,x0,x1,x2,x3,x4,v0,v1,v2,v3,v4,z0,p0,s0,m0,m1,t0,y0,f0,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
0.0,0.0,0.0,0.5,0.8,0.25,0.0,1.0,0.67368174,0.113020025,1.0399692,0.4825531,-0.006627627,3.2306216,0.77392733,0.5589916,0.0,0.0,1.0,0.0,0.0,0.67368174,0.113020025,1.0399692,0.4825531,-0.006627627,0.5,0.8,0.25,0.0,1.0
0.0,0.0,0.0,0.25,1.0,0.125,1.0,0.0,0.11898313,0.5543126,0.30776173,-0.4442549,-1.9456689,2.5532737,0.6348948,0.69774336,0.0,0.0,1.0,0.0,0.0,0.11898313,0.5543126,0.30776173,-0.4442549,-1.9456689,0.25,1.0,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.0,-0.32540184,-1.3366868,-1.0416082,-0.4083719,0.52178776,0.55306447,0.19047365,0.33907658,1.0,1.0,1.0,1.0,1.0,-0.32540184,-1.3366868,-1.0416082,-0.4083719,0.52178776,0.25,0.6,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.4,0.125,1.0,0.0,-0.010951649,-0.606206,0.917637,-0.5981419,-0.5196447,1.0463424,0.27814984,0.4029928,0.0,0.0,0.0,0.0,0.0,-0.010951649,-0.606206,0.917637,-0.5981419,-0.5196447,0.25,0.4,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.8,0.125,0.0,0.0,0.6714904,0.36931273,-0.68055606,-1.0149122,-0.95091987,1.5532533,0.39013454,0.43457073,0.0,0.0,0.0,0.0,0.0,0.6714904,0.36931273,-0.68055606,-1.0149122,-0.95091987,0.25,0.8,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.2,0.125,0.0,0.0,-1.1583846,-0.14264806,-0.3701389,0.8814163,0.1527273,0.21060687,0.14314714,0.22555923,0.0,0.0,0.0,0.0,0.0,-1.1583846,-0.14264806,-0.3701389,0.8814163,0.1527273,0.25,0.2,0.125,0.0,0.0
0.0,0.0,0.0,0.25,0.4,0.125,0.0,0.0,-0.54686487,-0.45516473,-1.1046445,0.71272576,1.9482627,0.31813732,0.15684898,0.19236892,0.0,0.0,0.0,0.0,0.0,-0.54686487,-0.45516473,-1.1046445,0.71272576,1.9482627,0.25,0.4,0.125,0.0,0.0
0.0,0.0,0.0,0.5,0.6,0.25,1.0,0.0,-0.81280684,-0.026554832,-1.3917409,-0.32891276,-0.4768195,1.2508156,0.32099906,0.34679613,0.0,0.0,0.0,0.0,0.0,-0.81280684,-0.026554832,-1.3917409,-0.32891276,-0.4768195,0.5,0.6,0.25,1.0,0.0
0.0,0.0,0.0,0.25,1.0,0.125,1.0,0.0,-1.6639663,0.8666871,0.07788396,2.0344543,-0.3180354,4.8698854,0.9463375,0.775758,0.0,0.0,1.0,0.0,0.0,-1.6639663,0.8666871,0.07788396,2.0344543,-0.3180354,0.25,1.0,0.125,1.0,0.0
0.0,0.0,0.0,0.25,0.6,0.125,0.0,0.0,-0.6668903,-0.63857603,0.3734511,0.6823297,-1.3411744,0.47181317,0.17825913,0.27547973,0.0,0.0,0.0,0.0,0.0,-0.6668903,-0.63857603,0.3734511,0.6823297,-1.3411744,0.25,0.6,0.125,0.0,0.0
